pair,signal_time,entry_price,exit_time,exit_price,pnl_pct_net,pnl_dollars,position_dollars,exit_reason,score,shadow_balance_after
PORTALUSDT,2026-07-26 15:30:00+00:00,0.01023,2026-07-27 04:00:00+00:00,0.01032,0.5798,19.05,3286.12,Timeout ⏱️,0.7296795469432813,9972.95
LINEAUSDT,2026-07-26 15:00:00+00:00,0.002459,2026-07-27 03:30:00+00:00,0.002447,-0.788,-25.8,3273.85,Timeout ⏱️,0.5003721870919092,9947.15
ALPINEUSDT,2026-07-26 22:00:00+00:00,0.316,2026-07-27 03:00:00+00:00,0.32074,1.2,39.54,3295.33,TP 🟢,0.45240735897434337,9986.7
PHAUSDT,2026-07-26 22:00:00+00:00,0.0226,2026-07-27 08:30:00+00:00,0.022373999999999998,-1.3,-42.84,3295.33,SL 🔴,0.5801784677547474,9943.86
IOTAUSDT,2026-07-26 23:30:00+00:00,0.0348,2026-07-27 12:00:00+00:00,0.034451999999999997,-1.3,-43.15,3319.05,SL 🔴,0.5737668119505683,9900.71
SCRUSDT,2026-07-26 22:30:00+00:00,0.021,2026-07-27 06:00:00+00:00,0.020790000000000003,-1.3,-42.96,3304.77,SL 🔴,0.7906601197871921,9857.75
HYPERUSDT,2026-07-26 21:00:00+00:00,0.0654,2026-07-27 04:00:00+00:00,0.064746,-1.3,-42.96,3304.77,SL 🔴,0.49496500251956066,9814.78
SCRTUSDT,2026-07-26 22:30:00+00:00,0.0383,2026-07-27 06:00:00+00:00,0.037917,-1.3,-42.96,3304.77,SL 🔴,0.6162307656085962,9771.82
GMTUSDT,2026-07-26 21:30:00+00:00,0.00713,2026-07-27 09:00:00+00:00,0.0070587,-1.3,-42.96,3304.77,SL 🔴,0.5678013544128068,9728.86
DCRUSDT,2026-07-26 22:30:00+00:00,11.57,2026-07-27 11:00:00+00:00,11.54,-0.5593,-18.56,3317.97,Timeout ⏱️,0.5753341767552345,9710.3
DUSKUSDT,2026-07-26 22:30:00+00:00,0.0646,2026-07-27 09:00:00+00:00,0.06395400000000001,-1.3,-42.08,3236.77,SL 🔴,0.8370427675675318,9668.23
XNOUSDT,2026-07-26 22:30:00+00:00,0.379,2026-07-27 09:30:00+00:00,0.38500331337156407,1.284,41.38,3222.74,TP 🟢,0.8337692975416447,9709.61
MEGAUSDT,2026-07-26 22:30:00+00:00,0.04248,2026-07-27 11:00:00+00:00,0.04237,-0.5589,-18.09,3236.54,Timeout ⏱️,0.7690885209533614,9691.51
PIVXUSDT,2026-07-27 00:00:00+00:00,0.0353,2026-07-27 07:30:00+00:00,0.03494368486555705,-1.3094,-42.3,3230.5,SL 🔴,0.7156014700290694,9649.21
AIXBTUSDT,2026-07-26 22:00:00+00:00,0.01829,2026-07-27 09:30:00+00:00,0.0184408925,0.525,16.89,3216.4,Trail-Lock 🔒,0.7088099792014102,9666.1
GPSUSDT,2026-07-27 02:00:00+00:00,0.00911,2026-07-27 13:00:00+00:00,0.0090189,-1.3,-41.89,3222.03,SL 🔴,0.6746733904258446,9624.21
FILUSDT,2026-07-27 02:30:00+00:00,0.7434,2026-07-27 09:00:00+00:00,0.7359659999999999,-1.3,-41.7,3208.07,SL 🔴,0.6513253571373012,9582.51
TAOUSDT,2026-07-27 02:30:00+00:00,198.6,2026-07-27 09:00:00+00:00,196.614,-1.3,-41.52,3194.17,SL 🔴,0.628517313973678,9540.99
SKLUSDT,2026-07-26 22:30:00+00:00,0.00388,2026-07-27 06:00:00+00:00,0.0039120100000000005,0.525,16.7,3180.33,Trail-Lock 🔒,0.6179466782561633,9557.68
CUSDT,2026-07-27 02:30:00+00:00,0.0602,2026-07-27 03:00:00+00:00,0.06069665,0.525,16.73,3185.89,Trail-Lock 🔒,0.5677216119646303,9574.41
ORDIUSDT,2026-07-27 01:00:00+00:00,3.827,2026-07-27 04:30:00+00:00,3.78873,-1.3,-41.49,3191.47,SL 🔴,0.48995085757454127,9532.92
ERAUSDT,2026-07-28 19:00:00+00:00,0.0671,2026-07-29 03:00:00+00:00,0.06795807311191858,0.9788,32.63,3333.33,Trail-Lock 🔒,0.8132359572299341,10032.63
WINUSDT,2026-07-29 01:00:00+00:00,2.525e-05,2026-07-29 02:00:00+00:00,2.562875e-05,1.2,40.13,3344.21,TP 🟢,0.7904930267523937,10072.76
RIFUSDT,2026-07-28 18:30:00+00:00,0.0794,2026-07-29 01:30:00+00:00,0.07645887028279481,-4.0042,-134.44,3357.59,SL 🔴,0.7131957077614296,9938.31
SAPIENUSDT,2026-07-29 00:00:00+00:00,0.0803,2026-07-29 02:30:00+00:00,0.08096247499999999,0.525,17.39,3312.77,Trail-Lock 🔒,0.5889547587230297,9955.7
GRTUSDT,2026-07-28 23:30:00+00:00,0.01516,2026-07-29 01:30:00+00:00,0.0150084,-1.3,-43.14,3318.57,SL 🔴,0.5317648920065343,9912.56
GALAUSDT,2026-07-28 23:30:00+00:00,0.001824,2026-07-29 02:00:00+00:00,0.00180576,-1.3,-42.95,3304.19,SL 🔴,0.5187201645474702,9869.61
FILUSDT,2026-07-29 00:00:00+00:00,0.706,2026-07-29 01:30:00+00:00,0.69894,-1.3,-42.77,3289.87,SL 🔴,0.4842660748261621,9826.84
JASMYUSDT,2026-07-28 20:00:00+00:00,0.0043,2026-07-29 03:30:00+00:00,0.004257,-1.3,-43.07,3312.77,SL 🔴,0.595334905074651,9783.77
VETUSDT,2026-07-29 00:00:00+00:00,0.004544,2026-07-29 03:30:00+00:00,0.00449856,-1.3,-43.14,3318.57,SL 🔴,0.5858731078175947,9740.63
BCHUSDT,2026-07-29 00:00:00+00:00,214.1,2026-07-29 03:30:00+00:00,211.959,-1.3,-42.95,3304.19,SL 🔴,0.5273887472842235,9697.68
LINKUSDT,2026-07-28 23:30:00+00:00,8.42,2026-07-29 03:30:00+00:00,8.3358,-1.3,-42.58,3275.61,SL 🔴,0.4493406359066213,9655.1
ROSEUSDT,2026-07-28 21:30:00+00:00,0.00515,2026-07-29 04:00:00+00:00,0.00522725,1.2,38.62,3218.37,TP 🟢,0.8400633756268261,9693.72
PROMUSDT,2026-07-28 23:30:00+00:00,2.045,2026-07-29 04:30:00+00:00,2.0652893259323553,0.6921,22.36,3231.24,Trail-Lock 🔒,0.7377197236053663,9716.08
XLMUSDT,2026-07-28 20:30:00+00:00,0.172,2026-07-29 09:00:00+00:00,0.1745,1.1535,37.36,3238.69,Timeout ⏱️,0.5624083075620149,9753.44
EDUUSDT,2026-07-29 05:30:00+00:00,0.0312,2026-07-29 07:30:00+00:00,0.0314574,0.525,17.07,3251.15,Trail-Lock 🔒,0.8391494400058293,9770.51
XNOUSDT,2026-07-29 06:00:00+00:00,0.392,2026-07-29 06:30:00+00:00,0.4001021521553214,1.7669,57.54,3256.84,TP 🟢,0.822229076257128,9828.05
ZAMAUSDT,2026-07-29 04:30:00+00:00,0.0627,2026-07-29 06:30:00+00:00,0.06342613103746271,0.8581,28.11,3276.02,Trail-Lock 🔒,0.7360978928758813,9856.16
IDUSDT,2026-07-29 16:00:00+00:00,0.0276,2026-07-29 20:00:00+00:00,0.028014,1.2,39.42,3285.39,TP 🟢,0.8479023848451492,9895.59
ACEUSDT,2026-07-29 16:00:00+00:00,0.0713,2026-07-29 21:00:00+00:00,0.071888225,0.525,17.32,3298.53,Trail-Lock 🔒,0.842661224776108,9912.91
KAITOUSDT,2026-07-29 16:00:00+00:00,1.273,2026-07-29 22:30:00+00:00,1.287916314738474,0.8717,28.81,3304.3,Trail-Lock 🔒,0.8180184834766535,9941.71
DIAUSDT,2026-07-29 16:00:00+00:00,0.1154,2026-07-30 00:00:00+00:00,0.11846914513609821,2.3596,78.19,3313.9,TP 🟢,0.8021478688520561,10019.9
NILUSDT,2026-07-29 23:30:00+00:00,0.03471,2026-07-30 00:00:00+00:00,0.0349963575,0.525,17.53,3339.97,Trail-Lock 🔒,0.6909995680841083,10037.44
OPUSDT,2026-07-29 23:30:00+00:00,0.0877,2026-07-30 12:00:00+00:00,0.0877,-0.3,-10.02,3339.97,Timeout ⏱️,0.8013035763690641,10027.42
MEUSDT,2026-07-30 15:30:00+00:00,0.06106,2026-07-30 23:30:00+00:00,0.0604494,-1.3,-43.45,3342.47,SL 🔴,0.5009923793700082,9983.97
ZENUSDT,2026-07-30 20:00:00+00:00,3.852,2026-07-31 08:30:00+00:00,3.86,-0.0923,-3.07,3327.99,Timeout ⏱️,0.6914439088264159,9980.89
KITEUSDT,2026-07-30 20:00:00+00:00,0.0929,2026-07-31 08:30:00+00:00,0.0926,-0.6229,-20.73,3327.99,Timeout ⏱️,0.5691139807408196,9960.16
HYPERUSDT,2026-07-31 07:00:00+00:00,0.0592,2026-07-31 07:30:00+00:00,0.060191340841376506,1.3746,45.64,3320.05,TP 🟢,0.8319678104319357,10005.8
INITUSDT,2026-07-31 07:00:00+00:00,0.0488,2026-07-31 10:30:00+00:00,0.049202600000000006,0.525,17.51,3335.27,Trail-Lock 🔒,0.7096851957518535,10023.31
XVGUSDT,2026-07-31 07:00:00+00:00,0.001928,2026-07-31 09:00:00+00:00,0.00190872,-1.3,-43.43,3341.1,SL 🔴,0.45938709179724024,9979.88
XVGUSDT,2026-07-31 12:30:00+00:00,0.001914,2026-07-31 13:30:00+00:00,0.0019297905,0.525,17.46,3326.63,Trail-Lock 🔒,0.7277810761093773,9997.34
NEWTUSDT,2026-07-31 12:30:00+00:00,0.0401,2026-07-31 13:30:00+00:00,0.040430825,0.525,17.5,3332.45,Trail-Lock 🔒,0.6601578557966579,10014.84
POWRUSDT,2026-07-31 12:30:00+00:00,0.0398,2026-07-31 14:00:00+00:00,0.039402,-1.3,-43.4,3338.28,SL 🔴,0.5528568677718956,9971.44
ZKPUSDT,2026-07-31 12:30:00+00:00,0.0449,2026-07-31 13:00:00+00:00,0.045270425,0.525,17.45,3323.81,Trail-Lock 🔒,0.5505838247171618,9988.89
XAIUSDT,2026-07-31 12:30:00+00:00,0.00602,2026-07-31 14:00:00+00:00,0.0059598,-1.3,-43.29,3329.63,SL 🔴,0.5379528624157895,9945.6
ATOMUSDT,2026-07-31 12:30:00+00:00,1.235,2026-07-31 17:30:00+00:00,1.24518875,0.525,17.4,3315.2,Trail-Lock 🔒,0.5277305580673208,9963.01
GUSDT,2026-07-31 12:30:00+00:00,0.00328,2026-07-31 17:00:00+00:00,0.00330706,0.525,17.44,3321.0,Trail-Lock 🔒,0.5229214390120811,9980.44
ENJUSDT,2026-07-31 12:30:00+00:00,0.02497,2026-07-31 17:30:00+00:00,0.0251760025,0.525,17.47,3326.81,Trail-Lock 🔒,0.5003470309594906,9997.91
CELRUSDT,2026-07-31 12:30:00+00:00,0.001565,2026-07-31 16:00:00+00:00,0.00157791125,0.525,17.5,3332.64,Trail-Lock 🔒,0.4633583578934782,10015.41
MASKUSDT,2026-07-31 12:30:00+00:00,0.347,2026-07-31 20:00:00+00:00,0.352205,1.2,39.99,3332.45,TP 🟢,0.7005846276513163,10055.39
ENSOUSDT,2026-07-31 18:00:00+00:00,0.903,2026-07-31 20:30:00+00:00,0.891448339694816,-1.5793,-52.93,3351.8,SL 🔴,0.6409033120473931,10002.46
PYTHUSDT,2026-07-31 22:00:00+00:00,0.04002,2026-07-31 23:00:00+00:00,0.040350165,0.525,17.5,3334.15,Trail-Lock 🔒,0.4992173429154968,10019.97
ZILUSDT,2026-07-31 22:00:00+00:00,0.002643,2026-07-31 23:30:00+00:00,0.002682645,1.2,40.08,3339.99,TP 🟢,0.46146321827049513,10060.05
ALPINEUSDT,2026-07-31 22:00:00+00:00,0.322,2026-08-01 07:30:00+00:00,0.31878,-1.3,-43.34,3334.15,SL 🔴,0.5390945924586525,10016.7
VANRYUSDT,2026-08-01 07:00:00+00:00,0.004025,2026-08-01 08:00:00+00:00,0.004100496616857146,1.5757,52.61,3338.9,TP 🟢,0.8267713738279732,10069.31
OPENUSDT,2026-08-01 11:00:00+00:00,0.178,2026-08-01 14:30:00+00:00,0.1794685,0.525,17.62,3356.44,Trail-Lock 🔒,0.8093000457805222,10086.93
DUSKUSDT,2026-08-01 11:00:00+00:00,0.0583,2026-08-01 17:00:00+00:00,0.057717,-1.3,-43.71,3362.31,SL 🔴,0.5047861696094009,10043.22
ARPAUSDT,2026-08-01 15:00:00+00:00,0.00825,2026-08-02 00:00:00+00:00,0.008373750000000001,1.2,40.17,3347.74,TP 🟢,0.48994372769952954,10083.4
ZILUSDT,2026-08-01 23:00:00+00:00,0.002629,2026-08-02 05:00:00+00:00,0.00260271,-1.3,-43.69,3361.13,SL 🔴,0.5375875318671179,10039.7
RIFUSDT,2026-08-02 07:00:00+00:00,0.0894,2026-08-02 08:00:00+00:00,0.09074105154377124,1.2001,40.16,3346.57,TP 🟢,0.5884082106861659,10079.86
DCRUSDT,2026-08-02 07:00:00+00:00,13.26,2026-08-02 11:00:00+00:00,13.4589,1.2,40.32,3359.95,TP 🟢,0.5672782806119456,10120.18
RSRUSDT,2026-08-02 07:00:00+00:00,0.001296,2026-08-02 08:30:00+00:00,0.001306692,0.525,17.71,3373.39,Trail-Lock 🔒,0.559762278234644,10137.89
ZROUSDT,2026-08-02 15:00:00+00:00,0.719,2026-08-02 22:30:00+00:00,0.72493175,0.525,17.74,3379.3,Trail-Lock 🔒,0.8445486992054783,10155.63
ZECUSDT,2026-08-02 19:30:00+00:00,472.32,2026-08-03 06:00:00+00:00,476.21664,0.525,17.77,3385.21,Trail-Lock 🔒,0.8360781698511028,10173.41
ZKUSDT,2026-08-02 19:30:00+00:00,0.00778,2026-08-03 03:30:00+00:00,0.007844185,0.525,17.8,3391.14,Trail-Lock 🔒,0.8324346252869912,10191.21
ICXUSDT,2026-08-02 23:00:00+00:00,0.0213,2026-08-03 05:30:00+00:00,0.021475725,0.525,17.83,3397.07,Trail-Lock 🔒,0.5897453752489902,10209.04
FLUXUSDT,2026-08-02 23:00:00+00:00,0.0401,2026-08-03 00:30:00+00:00,0.040430825,0.525,17.87,3403.01,Trail-Lock 🔒,0.5006963876664617,10226.91
ROSEUSDT,2026-08-03 18:30:00+00:00,0.00543,2026-08-04 03:00:00+00:00,0.0053757,-1.3,-44.32,3408.97,SL 🔴,0.6366157007681078,10182.59
EPICUSDT,2026-08-03 18:30:00+00:00,0.9105,2026-08-04 00:30:00+00:00,0.920794546459258,0.8306,28.19,3394.2,Trail-Lock 🔒,0.7455732785089633,10210.79
ACHUSDT,2026-08-03 22:00:00+00:00,0.00428,2026-08-04 04:30:00+00:00,0.00431531,0.525,17.87,3403.6,Trail-Lock 🔒,0.5956992535353797,10228.66
CKBUSDT,2026-08-04 07:30:00+00:00,0.000821,2026-08-04 08:00:00+00:00,0.000833315,1.2,40.91,3409.55,TP 🟢,0.7383826315021306,10269.57
RIFUSDT,2026-08-04 07:30:00+00:00,0.0734,2026-08-04 19:00:00+00:00,0.07541017953808024,2.4387,83.15,3409.55,TP 🟢,0.7995926454762732,10352.72
ACHUSDT,2026-08-04 07:30:00+00:00,0.00429,2026-08-04 19:00:00+00:00,0.004354350000000001,1.2,41.41,3450.91,TP 🟢,0.7547217720057099,10394.13
VANAUSDT,2026-08-04 15:30:00+00:00,0.839,2026-08-04 16:00:00+00:00,0.8515849999999999,1.2,41.58,3464.71,TP 🟢,0.7362519472724296,10435.71
LINEAUSDT,2026-08-04 15:30:00+00:00,0.002269,2026-08-05 04:00:00+00:00,0.002266,-0.4322,-15.03,3478.57,Timeout ⏱️,0.8446788953512234,10420.67
DEXEUSDT,2026-08-04 20:00:00+00:00,2.315,2026-08-04 21:00:00+00:00,2.358552481885442,1.5813,54.93,3473.56,TP 🟢,0.8271776004549328,10475.6
OPENUSDT,2026-08-04 15:30:00+00:00,0.1903,2026-08-04 21:30:00+00:00,0.191869975,0.525,18.33,3491.87,Trail-Lock 🔒,0.8037522780539563,10493.93
IOUSDT,2026-08-05 05:30:00+00:00,0.1248,2026-08-05 12:00:00+00:00,0.1258296,0.525,18.36,3497.98,Trail-Lock 🔒,0.8329027177397144,10512.3
XPLUSDT,2026-08-05 05:30:00+00:00,0.07849,2026-08-05 07:00:00+00:00,0.0791375425,0.525,18.4,3504.1,Trail-Lock 🔒,0.7461299777041824,10530.69
ARKMUSDT,2026-08-05 05:30:00+00:00,0.0959,2026-08-05 13:30:00+00:00,0.094941,-1.3,-45.63,3510.23,SL 🔴,0.5683421162936277,10485.06
ENSOUSDT,2026-08-05 12:30:00+00:00,0.904,2026-08-05 20:00:00+00:00,0.911458,0.525,18.35,3495.02,Trail-Lock 🔒,0.6203354964557025,10503.41
STRAXUSDT,2026-08-05 17:30:00+00:00,0.00864,2026-08-05 20:30:00+00:00,0.00871128,0.525,18.38,3501.14,Trail-Lock 🔒,0.4672168074859579,10521.79
OPUSDT,2026-08-05 17:30:00+00:00,0.0886,2026-08-05 22:30:00+00:00,0.087714,-1.3,-45.51,3501.14,SL 🔴,0.5407731725552132,10476.27
LINKUSDT,2026-08-05 17:30:00+00:00,8.212,2026-08-06 02:00:00+00:00,8.12988,-1.3,-45.59,3507.26,SL 🔴,0.4665659771627279,10430.68
FILUSDT,2026-08-05 17:30:00+00:00,0.7224,2026-08-06 02:00:00+00:00,0.715176,-1.3,-45.59,3507.26,SL 🔴,0.4637647057475671,10385.08
RLCUSDT,2026-08-05 22:00:00+00:00,0.2727,2026-08-06 01:00:00+00:00,0.269973,-1.3,-45.0,3461.69,SL 🔴,0.8392258515538824,10340.08
ORDIUSDT,2026-08-05 12:30:00+00:00,3.372,2026-08-06 00:00:00+00:00,3.399819,0.525,18.1,3446.69,Trail-Lock 🔒,0.6071208030511029,10358.18
ZILUSDT,2026-08-05 22:00:00+00:00,0.002603,2026-08-06 05:30:00+00:00,0.00262447475,0.525,18.13,3452.73,Trail-Lock 🔒,0.5627163408123029,10376.3
HYPERUSDT,2026-08-05 22:00:00+00:00,0.0606,2026-08-06 00:00:00+00:00,0.05993351077216986,-1.3998,-48.42,3458.77,SL 🔴,0.5102679845058617,10327.89
VIRTUALUSDT,2026-08-05 17:30:00+00:00,0.567,2026-08-06 05:00:00+00:00,0.57167775,0.525,18.07,3442.63,Trail-Lock 🔒,0.45869148040803853,10345.96
PHAUSDT,2026-08-07 01:00:00+00:00,0.0218,2026-08-07 01:30:00+00:00,0.022127,1.2,41.38,3448.65,TP 🟢,0.7064470971137978,10387.35
MOVRUSDT,2026-08-07 01:00:00+00:00,1.182,2026-08-07 03:00:00+00:00,1.17018,-1.3,-45.01,3462.45,SL 🔴,0.6059050631769097,10342.33
ONEUSDT,2026-08-07 01:00:00+00:00,0.00126,2026-08-07 04:30:00+00:00,0.0012474,-1.3,-44.82,3447.44,SL 🔴,0.5764014410062981,10297.52
CHZUSDT,2026-08-07 01:00:00+00:00,0.01283,2026-08-07 04:30:00+00:00,0.0127017,-1.3,-44.62,3432.51,SL 🔴,0.5727871289586797,10252.89
SKLUSDT,2026-08-07 01:00:00+00:00,0.00353,2026-08-07 04:00:00+00:00,0.0034947000000000003,-1.3,-44.43,3417.63,SL 🔴,0.5705820980596814,10208.47
PROMUSDT,2026-08-07 01:00:00+00:00,2.014,2026-08-07 03:00:00+00:00,2.0442099999999996,1.2,40.83,3402.82,TP 🟢,0.5404006364897894,10249.3
SIGNUSDT,2026-08-07 01:00:00+00:00,0.00653,2026-08-07 04:00:00+00:00,0.0064647,-1.3,-44.41,3416.43,SL 🔴,0.5227693260493022,10204.89
EGLDUSDT,2026-08-07 01:00:00+00:00,2.82,2026-08-07 03:00:00+00:00,2.7918,-1.3,-44.22,3401.63,SL 🔴,0.4599558716084391,10160.66
SXTUSDT,2026-08-07 05:30:00+00:00,0.00784,2026-08-07 08:30:00+00:00,0.0079576,1.2,40.64,3386.89,TP 🟢,0.8411468815994313,10201.31
CUSDT,2026-08-07 05:30:00+00:00,0.0559,2026-08-07 11:30:00+00:00,0.0567385,1.2,40.81,3400.44,TP 🟢,0.5839715209343197,10242.11
CHRUSDT,2026-08-07 05:30:00+00:00,0.01324,2026-08-07 10:00:00+00:00,0.01334923,0.525,17.92,3414.04,Trail-Lock 🔒,0.7733767636228931,10260.04
ESPUSDT,2026-08-07 09:00:00+00:00,0.06928,2026-08-07 10:30:00+00:00,0.070988212951273,2.1657,74.07,3420.01,TP 🟢,0.7366156615324483,10334.1
PYTHUSDT,2026-08-07 01:00:00+00:00,0.03869,2026-08-07 13:30:00+00:00,0.0388,-0.0157,-0.54,3462.45,Timeout ⏱️,0.6731863080693047,10333.56
IOTXUSDT,2026-08-07 05:30:00+00:00,0.00223,2026-08-07 13:00:00+00:00,0.00226345,1.2,41.33,3444.52,TP 🟢,0.7845110636017221,10374.89
THETAUSDT,2026-08-07 05:30:00+00:00,0.1347,2026-08-07 14:00:00+00:00,0.133353,-1.3,-44.96,3458.3,SL 🔴,0.7773730373094776,10329.94
FLUXUSDT,2026-08-07 05:30:00+00:00,0.0397,2026-08-07 16:00:00+00:00,0.039303,-1.3,-44.21,3400.44,SL 🔴,0.71872590278045,10285.73
SANDUSDT,2026-08-07 05:30:00+00:00,0.04105,2026-08-07 15:00:00+00:00,0.0413886625,0.525,18.0,3428.58,Trail-Lock 🔒,0.7935946698098457,10303.73
PROMUSDT,2026-08-07 14:30:00+00:00,2.02,2026-08-07 17:00:00+00:00,2.036665,0.525,18.03,3434.58,Trail-Lock 🔒,0.5304927618968073,10321.76
TOWNSUSDT,2026-08-07 05:30:00+00:00,0.00226,2026-08-07 18:00:00+00:00,0.00228,0.585,20.13,3440.59,Timeout ⏱️,0.8401656858610455,10341.89
DIAUSDT,2026-08-07 17:30:00+00:00,0.1224,2026-08-07 18:00:00+00:00,0.12343176013316805,0.5429,18.72,3447.3,Trail-Lock 🔒,0.6243541282256705,10360.6
0GUSDT,2026-08-07 17:30:00+00:00,0.144,2026-08-07 18:30:00+00:00,0.14518799999999998,0.525,18.13,3453.53,Trail-Lock 🔒,0.5561200463103346,10378.74
ZROUSDT,2026-08-07 17:30:00+00:00,0.825,2026-08-07 19:00:00+00:00,0.83180625,0.525,18.16,3459.58,Trail-Lock 🔒,0.5028627814082591,10396.9
2ZUSDT,2026-08-07 14:30:00+00:00,0.05544,2026-08-07 19:30:00+00:00,0.05488560000000001,-1.3,-45.05,3465.63,SL 🔴,0.4850458475817561,10351.84
KAIAUSDT,2026-08-07 19:30:00+00:00,0.0267,2026-08-07 23:30:00+00:00,0.027100500000000003,1.2,41.41,3450.61,TP 🟢,0.5485476156633888,10393.25
XECUSDT,2026-08-07 19:30:00+00:00,6.62e-06,2026-08-07 22:30:00+00:00,6.7193e-06,1.2,41.57,3464.42,TP 🟢,0.7620677809357079,10434.83
EPICUSDT,2026-08-07 21:30:00+00:00,1.1652,2026-08-07 23:30:00+00:00,1.193167637360583,2.1002,73.05,3478.28,Trail-Lock 🔒,0.5576156943283012,10507.88
FIDAUSDT,2026-08-07 17:30:00+00:00,0.0182,2026-08-08 00:30:00+00:00,0.018473,1.2,41.59,3465.63,TP 🟢,0.5004504043204345,10549.46
VANAUSDT,2026-08-07 21:30:00+00:00,0.87,2026-08-08 03:00:00+00:00,0.8613,-1.3,-45.71,3516.49,SL 🔴,0.6415436317329003,10503.75
DIAUSDT,2026-08-08 04:00:00+00:00,0.1269,2026-08-08 04:30:00+00:00,0.12917047982253044,1.4892,52.14,3501.25,TP 🟢,0.8303974236608225,10555.89
COOKIEUSDT,2026-08-08 04:00:00+00:00,0.0099,2026-08-08 05:30:00+00:00,0.010077898747205761,1.497,52.67,3518.63,Trail-Lock 🔒,0.7552911338272108,10608.56
BIOUSDT,2026-08-08 04:00:00+00:00,0.02542,2026-08-08 05:00:00+00:00,0.025105180341929004,-1.5385,-54.4,3536.19,SL 🔴,0.46654348087391373,10554.16
ARBUSDT,2026-08-07 19:30:00+00:00,0.0787,2026-08-08 08:00:00+00:00,0.0787,-0.3,-10.35,3450.61,Timeout ⏱️,0.5293323664641112,10543.81
STORJUSDT,2026-08-07 19:30:00+00:00,0.0451,2026-08-08 08:00:00+00:00,0.0451,-0.3,-10.35,3450.61,Timeout ⏱️,0.48550035806052544,10533.46
CELRUSDT,2026-08-08 07:00:00+00:00,0.001778,2026-08-08 09:30:00+00:00,0.00180467,1.2,42.13,3511.15,TP 🟢,0.49629729265412637,10575.59
ONEUSDT,2026-08-08 09:00:00+00:00,0.00125,2026-08-08 09:30:00+00:00,0.0012687500000000001,1.2,42.3,3525.2,TP 🟢,0.8456829973743322,10617.89
SIGNUSDT,2026-08-07 23:30:00+00:00,0.00675,2026-08-08 11:30:00+00:00,0.00685125,1.2,42.43,3536.19,TP 🟢,0.6853436163510334,10660.33
JASMYUSDT,2026-08-07 23:30:00+00:00,0.004,2026-08-08 11:30:00+00:00,0.004033,0.525,18.66,3553.44,Trail-Lock 🔒,0.6632468566131502,10678.98
EDUUSDT,2026-08-08 10:30:00+00:00,0.0356,2026-08-08 11:00:00+00:00,0.0358937,0.525,18.69,3559.66,Trail-Lock 🔒,0.5792665772532998,10697.67
NEWTUSDT,2026-08-08 09:00:00+00:00,0.0396,2026-08-08 16:00:00+00:00,0.040194,1.2,42.47,3539.3,TP 🟢,0.4934329992780658,10740.14
REQUSDT,2026-08-08 10:30:00+00:00,0.0513,2026-08-08 18:00:00+00:00,0.0520695,1.2,42.79,3565.89,TP 🟢,0.468794143115522,10782.93
PIVXUSDT,2026-08-08 16:30:00+00:00,0.0271,2026-08-08 17:00:00+00:00,0.027738055382757115,2.0544,73.84,3594.31,TP 🟢,0.8128185968735282,10856.78
WAXPUSDT,2026-08-08 16:30:00+00:00,0.00382,2026-08-08 18:30:00+00:00,0.0038515150000000002,0.525,19.0,3618.93,Trail-Lock 🔒,0.49827161980259094,10875.78
SKLUSDT,2026-08-08 14:30:00+00:00,0.00359,2026-08-08 19:30:00+00:00,0.0036438499999999997,1.2,42.96,3580.05,TP 🟢,0.5054205868724766,10918.74
FETUSDT,2026-08-08 16:30:00+00:00,0.1387,2026-08-08 19:30:00+00:00,0.137313,-1.3,-47.05,3618.93,SL 🔴,0.49832105646754726,10871.69
DGBUSDT,2026-08-08 18:30:00+00:00,0.0037,2026-08-08 19:30:00+00:00,0.003768429792168786,1.5495,56.15,3623.9,TP 🟢,0.8279318228514401,10927.84
WALUSDT,2026-08-08 14:30:00+00:00,0.0252,2026-08-08 21:00:00+00:00,0.025578,1.2,43.43,3618.93,TP 🟢,0.649577328754902,10971.27
CUSDT,2026-08-08 19:30:00+00:00,0.0606,2026-08-08 20:00:00+00:00,0.061625600893905896,1.3924,50.92,3657.09,TP 🟢,0.7843207974319546,11022.19
NILUSDT,2026-08-08 19:30:00+00:00,0.03566,2026-08-08 20:00:00+00:00,0.03601545834326736,0.6968,25.6,3674.06,Trail-Lock 🔒,0.6424421892041869,11047.79
SUIUSDT,2026-08-08 14:30:00+00:00,0.6944,2026-08-09 03:00:00+00:00,0.6901,-0.9192,-33.27,3618.93,Timeout ⏱️,0.6302415214382655,11014.52
EIGENUSDT,2026-08-08 14:30:00+00:00,0.1769,2026-08-09 01:30:00+00:00,0.175131,-1.3,-47.05,3618.93,SL 🔴,0.5959066603071513,10967.48
REQUSDT,2026-08-08 16:30:00+00:00,0.0518,2026-08-09 00:30:00+00:00,0.052577,1.2,43.5,3625.26,TP 🟢,0.4668750576158815,11010.98
SKLUSDT,2026-08-08 19:30:00+00:00,0.00361,2026-08-09 01:30:00+00:00,0.00366415,1.2,44.19,3682.6,TP 🟢,0.689548471214859,11055.17
XAIUSDT,2026-08-08 21:00:00+00:00,0.00739,2026-08-09 01:30:00+00:00,0.007553784021712665,1.9163,70.62,3685.06,TP 🟢,0.8187970045788783,11125.79
APTUSDT,2026-08-08 14:30:00+00:00,0.602,2026-08-09 00:00:00+00:00,0.6069665,0.525,19.47,3708.6,Trail-Lock 🔒,0.6439349081377002,11145.26
