pair,signal_time,entry_price,exit_time,exit_price,pnl_pct_net,pnl_dollars,position_dollars,exit_reason,score,shadow_balance_after
GMTUSDT,2026-08-17 10:30:00+00:00,0.00623,2026-08-17 14:30:00+00:00,0.0061677,-1.3,-52.51,4039.29,SL 🔴,0.5981258702881329,12051.83
NILUSDT,2026-08-17 02:00:00+00:00,0.04639,2026-08-17 14:30:00+00:00,0.0467,0.3682,14.83,4027.73,Timeout ⏱️,0.8104451671618457,12066.66
PHAUSDT,2026-08-17 03:00:00+00:00,0.0218,2026-08-17 15:30:00+00:00,0.0219,0.1587,6.31,3976.92,Timeout ⏱️,0.7887951647892909,12072.97
ERAUSDT,2026-08-17 03:00:00+00:00,0.0599,2026-08-17 15:30:00+00:00,0.0602,0.2008,8.11,4039.29,Timeout ⏱️,0.833108218815779,12081.09
DGBUSDT,2026-08-17 15:00:00+00:00,0.00417,2026-08-17 15:30:00+00:00,0.00423255,1.2,48.32,4027.03,TP 🟢,0.8468126741562765,12129.41
ZAMAUSDT,2026-08-17 14:00:00+00:00,0.04221,2026-08-17 15:30:00+00:00,0.042843149999999997,1.2,48.52,4043.14,TP 🟢,0.8340225473695383,12177.93
EPICUSDT,2026-08-17 15:00:00+00:00,0.3471,2026-08-17 16:00:00+00:00,0.349963575,0.525,21.31,4059.31,Trail-Lock 🔒,0.7451814758869979,12199.24
HEIUSDT,2026-08-17 15:30:00+00:00,0.1336,2026-08-17 16:00:00+00:00,0.1347022,0.525,21.35,4066.41,Trail-Lock 🔒,0.7045921524261587,12220.59
MIRAUSDT,2026-08-17 15:00:00+00:00,0.0391,2026-08-17 16:00:00+00:00,0.039422575,0.525,21.39,4073.53,Trail-Lock 🔒,0.6094255220695586,12241.98
ORDIUSDT,2026-08-17 04:00:00+00:00,3.386,2026-08-17 16:30:00+00:00,3.406,0.2907,11.6,3991.5,Timeout ⏱️,0.7573887678109444,12253.58
SHELLUSDT,2026-08-17 15:30:00+00:00,0.0209,2026-08-17 16:30:00+00:00,0.021072425,0.525,21.44,4084.53,Trail-Lock 🔒,0.6088297619604663,12275.02
FETUSDT,2026-08-17 15:30:00+00:00,0.1226,2026-08-17 17:00:00+00:00,0.12361145,0.525,21.48,4091.67,Trail-Lock 🔒,0.5566360152851215,12296.5
ARBUSDT,2026-08-17 05:00:00+00:00,0.0749,2026-08-17 17:30:00+00:00,0.0756,0.6346,25.04,3945.3,Timeout ⏱️,0.501704560826784,12321.54
ICPUSDT,2026-08-17 05:00:00+00:00,2.276,2026-08-17 17:30:00+00:00,2.264,-0.8272,-32.64,3945.3,Timeout ⏱️,0.4692400885420678,12288.9
PARTIUSDT,2026-08-17 14:30:00+00:00,0.0236,2026-08-17 17:30:00+00:00,0.023355840218283488,-1.3346,-54.17,4059.31,SL 🔴,0.5900278642712061,12234.73
SXTUSDT,2026-08-17 15:30:00+00:00,0.00717,2026-08-17 18:00:00+00:00,0.0070983,-1.3,-53.05,4080.66,SL 🔴,0.48364879438552033,12181.68
CFXUSDT,2026-08-17 13:00:00+00:00,0.04269,2026-08-17 21:00:00+00:00,0.0422631,-1.3,-53.05,4080.66,SL 🔴,0.5841859951071005,12128.63
ICXUSDT,2026-08-17 15:30:00+00:00,0.0181,2026-08-17 21:00:00+00:00,0.017919,-1.3,-53.1,4084.53,SL 🔴,0.6342773348414729,12075.53
ADXUSDT,2026-08-17 19:30:00+00:00,0.0615,2026-08-17 21:00:00+00:00,0.0624225,1.2,48.73,4060.56,TP 🟢,0.4617196107510439,12124.26
GTCUSDT,2026-08-17 18:30:00+00:00,0.08439,2026-08-17 22:30:00+00:00,0.08354610000000001,-1.3,-52.54,4041.42,SL 🔴,0.8346572531616018,12071.72
COOKIEUSDT,2026-08-17 20:00:00+00:00,0.0113,2026-08-17 22:30:00+00:00,0.011152451320745799,-1.6057,-64.89,4041.42,SL 🔴,0.7847039330539368,12006.82
RIFUSDT,2026-08-17 13:00:00+00:00,0.0719,2026-08-17 23:30:00+00:00,0.0729785,1.2,48.03,4002.27,TP 🟢,0.7010427121321745,12054.85
KAIAUSDT,2026-08-17 23:00:00+00:00,0.0234,2026-08-18 00:30:00+00:00,0.023751,1.2,48.22,4018.28,TP 🟢,0.5793399610144571,12103.07
FETUSDT,2026-08-17 21:00:00+00:00,0.1234,2026-08-18 01:30:00+00:00,0.122166,-1.3,-52.03,4002.27,SL 🔴,0.5682548958904801,12051.04
BANDUSDT,2026-08-17 18:00:00+00:00,0.1518,2026-08-18 02:00:00+00:00,0.150282,-1.3,-52.79,4060.56,SL 🔴,0.5287362037390729,11998.25
EIGENUSDT,2026-08-17 21:00:00+00:00,0.1699,2026-08-18 02:00:00+00:00,0.168201,-1.3,-52.54,4041.42,SL 🔴,0.5932471655731745,11945.72
ENSUSDT,2026-08-17 15:00:00+00:00,3.9,2026-08-18 01:30:00+00:00,3.8609999999999998,-1.3,-52.54,4041.42,SL 🔴,0.5557643096628834,11893.18
ARBUSDT,2026-08-17 18:00:00+00:00,0.0749,2026-08-18 02:30:00+00:00,0.074151,-1.3,-52.03,4002.27,SL 🔴,0.6508107964385215,11841.15
SAPIENUSDT,2026-08-17 21:30:00+00:00,0.0767,2026-08-18 02:30:00+00:00,0.075933,-1.3,-52.03,4002.27,SL 🔴,0.5836916819959099,11789.12
LUNAUSDT,2026-08-17 15:30:00+00:00,0.0422,2026-08-18 02:30:00+00:00,0.041778,-1.3,-52.03,4002.27,SL 🔴,0.5429166464925542,11737.09
SAHARAUSDT,2026-08-17 15:30:00+00:00,0.00745,2026-08-18 01:30:00+00:00,0.0073755,-1.3,-52.03,4002.27,SL 🔴,0.6491989683064654,11685.06
SHELLUSDT,2026-08-17 21:30:00+00:00,0.0213,2026-08-18 01:30:00+00:00,0.021086999999999998,-1.3,-50.64,3895.02,SL 🔴,0.808450463277723,11634.42
SAGAUSDT,2026-08-17 21:00:00+00:00,0.01336,2026-08-18 01:30:00+00:00,0.01347022,0.525,20.36,3878.14,Trail-Lock 🔒,0.7562827334204931,11654.78
EGLDUSDT,2026-08-18 01:00:00+00:00,2.74,2026-08-18 02:30:00+00:00,2.762605,0.525,20.4,3884.93,Trail-Lock 🔒,0.714661856452537,11675.18
SXTUSDT,2026-08-17 21:00:00+00:00,0.00718,2026-08-18 02:30:00+00:00,0.007108199999999999,-1.3,-50.59,3891.73,SL 🔴,0.6104584569533156,11624.59
APTUSDT,2026-08-17 17:00:00+00:00,0.525,2026-08-18 02:30:00+00:00,0.51975,-1.3,-50.37,3874.86,SL 🔴,0.561244815829527,11574.21
LSKUSDT,2026-08-18 04:00:00+00:00,0.0783,2026-08-18 06:30:00+00:00,0.07947449999999999,1.2,46.3,3858.07,TP 🟢,0.7533177006731456,11620.51
ZECUSDT,2026-08-17 18:30:00+00:00,511.14,2026-08-18 07:00:00+00:00,508.32,-0.8517,-33.15,3891.73,Timeout ⏱️,0.6178168043705177,11587.36
KITEUSDT,2026-08-18 04:00:00+00:00,0.092,2026-08-18 08:00:00+00:00,0.09108,-1.3,-50.21,3862.45,SL 🔴,0.7253813347723912,11537.15
IOUSDT,2026-08-18 03:30:00+00:00,0.1135,2026-08-18 08:00:00+00:00,0.11227217168439753,-1.3818,-53.14,3845.72,SL 🔴,0.5181965461404494,11484.01
ACTUSDT,2026-08-18 10:30:00+00:00,0.01013,2026-08-18 11:00:00+00:00,0.0102135725,0.525,20.1,3828.0,Trail-Lock 🔒,0.7258130994734859,11504.11
ESPUSDT,2026-08-17 23:00:00+00:00,0.07196,2026-08-18 11:30:00+00:00,0.0715,-0.9392,-36.02,3834.7,Timeout ⏱️,0.6662992201086333,11468.09
AWEUSDT,2026-08-18 05:30:00+00:00,0.05892,2026-08-18 12:00:00+00:00,0.0598038,1.2,45.94,3828.0,TP 🟢,0.8375699396036933,11514.03
POLUSDT,2026-08-18 09:30:00+00:00,0.0805,2026-08-18 12:30:00+00:00,0.0817075,1.2,45.87,3822.7,TP 🟢,0.5303364952422457,11559.9
HEIUSDT,2026-08-18 07:00:00+00:00,0.1289,2026-08-18 12:00:00+00:00,0.13128684085905926,1.5517,59.79,3853.3,TP 🟢,0.8270887243112951,11619.69
DIAUSDT,2026-08-18 11:00:00+00:00,0.1263,2026-08-18 12:30:00+00:00,0.127341975,0.525,20.33,3873.23,Trail-Lock 🔒,0.8252393126162085,11640.03
WALUSDT,2026-08-18 11:00:00+00:00,0.0211,2026-08-18 13:30:00+00:00,0.0214165,1.2,46.56,3880.01,TP 🟢,0.8193934996395467,11686.59
ONEUSDT,2026-08-18 12:30:00+00:00,0.00072,2026-08-18 13:00:00+00:00,0.0007339555563995288,1.6383,63.82,3895.53,TP 🟢,0.6852832710747694,11750.41
ATUSDT,2026-08-18 02:30:00+00:00,0.1511,2026-08-18 13:00:00+00:00,0.149589,-1.3,-50.92,3916.8,SL 🔴,0.6323648675607653,11699.49
SSVUSDT,2026-08-18 10:30:00+00:00,2.186,2026-08-18 13:30:00+00:00,2.21879,1.2,46.8,3899.83,TP 🟢,0.5078589164495347,11746.29
VIRTUALUSDT,2026-08-18 10:30:00+00:00,0.5797,2026-08-18 14:00:00+00:00,0.5883955,1.2,46.99,3915.43,TP 🟢,0.47756590718186,11793.27
ONEUSDT,2026-08-18 13:30:00+00:00,0.00072,2026-08-18 14:00:00+00:00,0.0007277406579966133,0.7751,30.47,3931.09,Trail-Lock 🔒,0.6848531314046913,11823.74
STRAXUSDT,2026-08-18 07:00:00+00:00,0.00832,2026-08-18 15:00:00+00:00,0.008444799999999999,1.2,45.94,3828.0,TP 🟢,0.49241644820507446,11869.68
EPICUSDT,2026-08-18 12:30:00+00:00,0.3528,2026-08-18 15:00:00+00:00,0.3478207113498597,-1.7114,-67.45,3941.25,SL 🔴,0.6370288266409456,11802.23
ARKMUSDT,2026-08-18 14:00:00+00:00,0.087,2026-08-18 14:30:00+00:00,0.08771775,0.525,20.65,3934.08,Trail-Lock 🔒,0.6138660847276506,11822.88
OPUSDT,2026-08-18 14:00:00+00:00,0.0825,2026-08-18 14:30:00+00:00,0.08318062500000001,0.525,20.69,3940.96,Trail-Lock 🔒,0.6008324607321477,11843.57
STRAXUSDT,2026-08-18 15:00:00+00:00,0.00835,2026-08-18 15:30:00+00:00,0.00847525,1.2,47.37,3947.86,TP 🟢,0.8405891152569804,11890.95
MASKUSDT,2026-08-18 15:00:00+00:00,0.357,2026-08-18 15:30:00+00:00,0.35994525,0.525,20.81,3963.65,Trail-Lock 🔒,0.6336699524779793,11911.76
POLYXUSDT,2026-08-18 14:00:00+00:00,0.028,2026-08-18 16:00:00+00:00,0.02842,1.2,47.37,3947.86,TP 🟢,0.542417103209958,11959.13
EIGENUSDT,2026-08-18 14:00:00+00:00,0.1711,2026-08-18 16:00:00+00:00,0.1736665,1.2,47.37,3947.86,TP 🟢,0.5345117476206747,12006.5
SHELLUSDT,2026-08-18 14:00:00+00:00,0.0208,2026-08-18 16:00:00+00:00,0.021112,1.2,47.37,3947.86,TP 🟢,0.5022107514500457,12053.88
MEUSDT,2026-08-18 04:00:00+00:00,0.05824,2026-08-18 16:30:00+00:00,0.05817,-0.4202,-16.3,3880.01,Timeout ⏱️,0.7039456323021371,12037.57
PHAUSDT,2026-08-18 11:30:00+00:00,0.0213,2026-08-18 17:00:00+00:00,0.0216195,1.2,46.8,3899.83,TP 🟢,0.5911452678963025,12084.37
RADUSDT,2026-08-18 14:00:00+00:00,0.228,2026-08-18 16:30:00+00:00,0.23142000000000001,1.2,47.37,3947.86,TP 🟢,0.592891497515725,12131.75
POLUSDT,2026-08-18 14:00:00+00:00,0.0816,2026-08-18 17:00:00+00:00,0.08078400000000001,-1.3,-51.32,3947.86,SL 🔴,0.5127040245026223,12080.42
ZKPUSDT,2026-08-18 15:30:00+00:00,0.0398,2026-08-18 16:30:00+00:00,0.040397,1.2,48.32,4026.81,TP 🟢,0.6041049946433886,12128.75
RAREUSDT,2026-08-18 06:30:00+00:00,0.01206,2026-08-18 19:00:00+00:00,0.01203,-0.5488,-21.01,3828.0,Timeout ⏱️,0.8392322134684832,12107.74
SAGAUSDT,2026-08-18 16:00:00+00:00,0.01339,2026-08-18 19:00:00+00:00,0.013590850000000002,1.2,48.43,4035.91,TP 🟢,0.8088499776725006,12156.17
FILUSDT,2026-08-18 15:30:00+00:00,0.6268,2026-08-18 19:30:00+00:00,0.636202,1.2,48.22,4017.96,TP 🟢,0.49447850143657834,12204.39
ONEUSDT,2026-08-18 19:00:00+00:00,0.00073,2026-08-18 19:30:00+00:00,0.0007368844743535627,0.6431,26.16,4068.13,Trail-Lock 🔒,0.6869821714968792,12230.55
KAIAUSDT,2026-08-18 14:00:00+00:00,0.0225,2026-08-18 20:00:00+00:00,0.022275,-1.3,-51.32,3947.86,SL 🔴,0.4999605247971166,12179.23
INITUSDT,2026-08-18 14:00:00+00:00,0.051,2026-08-18 20:00:00+00:00,0.051765,1.2,48.51,4042.92,TP 🟢,0.5274974364517029,12227.74
ERAUSDT,2026-08-18 17:00:00+00:00,0.0567,2026-08-18 20:00:00+00:00,0.056133,-1.3,-52.68,4052.06,SL 🔴,0.5858836411534407,12175.06
CUSDT,2026-08-18 10:30:00+00:00,0.0629,2026-08-18 20:00:00+00:00,0.0638435,1.2,48.7,4058.35,TP 🟢,0.7463999144819089,12223.76
ARUSDT,2026-08-18 14:00:00+00:00,1.782,2026-08-18 20:30:00+00:00,1.76418,-1.3,-51.32,3947.86,SL 🔴,0.5065763800062453,12172.44
GMTUSDT,2026-08-18 14:00:00+00:00,0.00595,2026-08-18 20:30:00+00:00,0.005890500000000001,-1.3,-51.32,3947.86,SL 🔴,0.4994884778400458,12121.12
AVAUSDT,2026-08-18 14:00:00+00:00,0.1721,2026-08-18 20:30:00+00:00,0.170379,-1.3,-51.32,3947.86,SL 🔴,0.4716754992252821,12069.8
ZROUSDT,2026-08-18 14:00:00+00:00,0.782,2026-08-18 20:30:00+00:00,0.77418,-1.3,-52.56,4042.92,SL 🔴,0.5888255275285177,12017.24
ARBUSDT,2026-08-18 08:30:00+00:00,0.0751,2026-08-18 21:00:00+00:00,0.0751,-0.3,-11.48,3828.0,Timeout ⏱️,0.6220727651732376,12005.76
CTSIUSDT,2026-08-18 15:00:00+00:00,0.02446,2026-08-18 21:00:00+00:00,0.024215399999999998,-1.3,-52.56,4042.92,SL 🔴,0.5190022913720019,11953.2
MOVRUSDT,2026-08-18 12:30:00+00:00,0.751,2026-08-18 21:00:00+00:00,0.7419281899872634,-1.508,-61.2,4058.35,SL 🔴,0.845111099467194,11892.0
VIRTUALUSDT,2026-08-18 14:00:00+00:00,0.582,2026-08-18 21:30:00+00:00,0.5761799999999999,-1.3,-52.97,4074.59,SL 🔴,0.6886970153927026,11839.03
COOKIEUSDT,2026-08-18 16:00:00+00:00,0.0105,2026-08-18 21:30:00+00:00,0.0106575,1.2,47.36,3946.34,TP 🟢,0.8447018010935416,11886.39
TIAUSDT,2026-08-18 14:00:00+00:00,0.3013,2026-08-18 22:30:00+00:00,0.298287,-1.3,-51.32,3947.86,SL 🔴,0.5323731527284133,11835.06
KAITOUSDT,2026-08-18 12:30:00+00:00,0.3342,2026-08-18 22:30:00+00:00,0.339213,1.2,48.92,4076.85,TP 🟢,0.6358270046365422,11883.99
PROMUSDT,2026-08-18 12:30:00+00:00,1.868,2026-08-18 23:00:00+00:00,1.906068530392718,1.7379,68.37,3934.08,TP 🟢,0.8223358133471765,11952.36
NEWTUSDT,2026-08-18 10:30:00+00:00,0.0358,2026-08-18 23:00:00+00:00,0.0359,-0.0207,-0.82,3964.0,Timeout ⏱️,0.6350551898009609,11951.54
SUIUSDT,2026-08-18 11:00:00+00:00,0.6484,2026-08-18 23:30:00+00:00,0.6517,0.2089,8.28,3962.13,Timeout ⏱️,0.5433885743433989,11959.82
MIRAUSDT,2026-08-18 16:00:00+00:00,0.0381,2026-08-19 00:30:00+00:00,0.037719,-1.3,-52.56,4042.92,SL 🔴,0.5027897904681686,11907.26
WALUSDT,2026-08-18 15:30:00+00:00,0.0214,2026-08-19 01:00:00+00:00,0.021137906641819484,-1.5247,-60.44,3964.0,SL 🔴,0.8083242582138686,11846.82
GUSDT,2026-08-18 23:30:00+00:00,0.00387,2026-08-19 00:00:00+00:00,0.00392805,1.2,47.39,3948.94,TP 🟢,0.7319812420787164,11894.21
MEUSDT,2026-08-18 23:30:00+00:00,0.05835,2026-08-19 00:30:00+00:00,0.0577665,-1.3,-51.54,3964.74,SL 🔴,0.467501589572519,11842.66
IQUSDT,2026-08-18 14:00:00+00:00,0.000598,2026-08-19 02:30:00+00:00,0.000595,-0.8017,-31.59,3940.96,Timeout ⏱️,0.6111007539411933,11811.07
AMPUSDT,2026-08-18 14:00:00+00:00,0.000368,2026-08-19 02:00:00+00:00,0.00037352,1.2,48.22,4017.96,TP 🟢,0.623088782838113,11859.29
IDUSDT,2026-08-18 14:00:00+00:00,0.0273,2026-08-19 02:30:00+00:00,0.0274,0.0663,2.69,4052.06,Timeout ⏱️,0.6295392278033853,11861.97
ADAUSDT,2026-08-18 14:00:00+00:00,0.1734,2026-08-19 02:30:00+00:00,0.1741,0.1037,4.21,4058.35,Timeout ⏱️,0.7663385316269788,11866.18
PYTHUSDT,2026-08-18 14:00:00+00:00,0.03816,2026-08-19 02:30:00+00:00,0.03828,0.0145,0.57,3964.74,Timeout ⏱️,0.5579927059326608,11866.75
BMTUSDT,2026-08-18 14:00:00+00:00,0.01575,2026-08-19 02:30:00+00:00,0.01572,-0.4905,-19.4,3955.58,Timeout ⏱️,0.8046822398679143,11847.35
ACEUSDT,2026-08-19 01:00:00+00:00,0.2296,2026-08-19 01:30:00+00:00,0.2397833272010552,4.1352,163.31,3949.12,TP 🟢,0.6312954717531786,12010.66
ACTUSDT,2026-08-19 01:00:00+00:00,0.01006,2026-08-19 02:00:00+00:00,0.010142995,0.525,21.02,4003.55,Trail-Lock 🔒,0.565723194545551,12031.68
QNTUSDT,2026-08-18 15:30:00+00:00,56.07,2026-08-19 04:00:00+00:00,56.41,0.3064,12.39,4042.92,Timeout ⏱️,0.4604484427655442,12044.06
MINAUSDT,2026-08-18 15:30:00+00:00,0.04,2026-08-19 04:00:00+00:00,0.0402,0.2,8.14,4068.13,Timeout ⏱️,0.718595165394475,12052.2
ADXUSDT,2026-08-18 18:00:00+00:00,0.0616,2026-08-19 04:00:00+00:00,0.062524,1.2,47.55,3962.13,TP 🟢,0.7548380097303419,12099.75
CELRUSDT,2026-08-18 16:00:00+00:00,0.001996,2026-08-19 04:30:00+00:00,0.001988,-0.7008,-28.22,4026.81,Timeout ⏱️,0.6085069470801513,12071.53
GMTUSDT,2026-08-19 01:00:00+00:00,0.00595,2026-08-19 05:00:00+00:00,0.005890500000000001,-1.3,-52.14,4010.56,SL 🔴,0.45554031959976266,12019.39
LUMIAUSDT,2026-08-19 02:30:00+00:00,0.0829,2026-08-19 05:30:00+00:00,0.0841435,1.2,48.08,4006.46,TP 🟢,0.8488656322856721,12067.47
APTUSDT,2026-08-18 18:00:00+00:00,0.528,2026-08-19 06:30:00+00:00,0.535,1.0258,41.56,4052.06,Timeout ⏱️,0.513301409215396,12109.03
PHAUSDT,2026-08-18 17:30:00+00:00,0.0213,2026-08-19 06:00:00+00:00,0.0214,0.1695,6.79,4006.46,Timeout ⏱️,0.7970648880905661,12115.82
PROMUSDT,2026-08-19 01:00:00+00:00,1.918,2026-08-19 06:00:00+00:00,1.9516332889079768,1.4536,58.7,4038.61,TP 🟢,0.830753616087053,12174.52
ARBUSDT,2026-08-19 05:00:00+00:00,0.0758,2026-08-19 07:30:00+00:00,0.076937,1.2,48.27,4022.49,TP 🟢,0.4703127277044865,12222.79
BIOUSDT,2026-08-19 05:30:00+00:00,0.02497,2026-08-19 07:30:00+00:00,0.02534455,1.2,48.7,4058.17,TP 🟢,0.46615751714417825,12271.49
SXTUSDT,2026-08-19 05:30:00+00:00,0.00728,2026-08-19 08:00:00+00:00,0.0072072,-1.3,-53.18,4090.5,SL 🔴,0.8495035981414291,12218.32
CUSDT,2026-08-19 08:00:00+00:00,0.0638,2026-08-19 09:30:00+00:00,0.063162,-1.3,-52.95,4072.77,SL 🔴,0.48905090429310466,12165.37
PROMUSDT,2026-08-19 08:30:00+00:00,2.015,2026-08-19 09:00:00+00:00,2.0641939104556064,2.1414,86.84,4055.12,TP 🟢,0.8123509592493277,12252.21
CYBERUSDT,2026-08-19 07:00:00+00:00,0.288,2026-08-19 10:00:00+00:00,0.2850711564456447,-1.317,-53.4,4055.12,SL 🔴,0.8491300932296858,12198.8
SENTUSDT,2026-08-19 08:00:00+00:00,0.01183,2026-08-19 11:30:00+00:00,0.0117117,-1.3,-53.09,4084.07,SL 🔴,0.5228976383503207,12145.71
IOTXUSDT,2026-08-18 23:30:00+00:00,0.00253,2026-08-19 12:00:00+00:00,0.00253,-0.3,-11.85,3949.12,Timeout ⏱️,0.6468314345301512,12133.86
ACTUSDT,2026-08-19 10:30:00+00:00,0.01014,2026-08-19 13:00:00+00:00,0.0100386,-1.3,-52.63,4048.57,SL 🔴,0.48044383654549383,12081.23
HEIUSDT,2026-08-19 12:30:00+00:00,0.1419,2026-08-19 13:00:00+00:00,0.1458807764334956,2.5053,100.89,4027.08,TP 🟢,0.8024186638769504,12182.12
0GUSDT,2026-08-19 12:30:00+00:00,0.14,2026-08-19 14:00:00+00:00,0.1421,1.2,48.73,4060.71,TP 🟢,0.5599222550063938,12230.85
IMXUSDT,2026-08-19 12:30:00+00:00,0.0966,2026-08-19 14:00:00+00:00,0.09563400000000001,-1.3,-52.79,4060.71,SL 🔴,0.4562691139761728,12178.06
ARKMUSDT,2026-08-19 06:30:00+00:00,0.0865,2026-08-19 14:30:00+00:00,0.08779749999999999,1.2,48.87,4072.77,TP 🟢,0.45823877190324774,12226.93
EGLDUSDT,2026-08-19 08:30:00+00:00,2.76,2026-08-19 15:00:00+00:00,2.8013999999999997,1.2,49.01,4084.07,TP 🟢,0.5464782363668608,12275.94
SFPUSDT,2026-08-19 08:00:00+00:00,0.2448,2026-08-19 15:00:00+00:00,0.248472,1.2,49.01,4084.07,TP 🟢,0.46564862489434555,12324.95
ADXUSDT,2026-08-19 11:00:00+00:00,0.0624,2026-08-19 15:00:00+00:00,0.063336,1.2,48.58,4048.57,TP 🟢,0.49723398300008936,12373.53
LINKUSDT,2026-08-19 08:30:00+00:00,9.686,2026-08-19 15:00:00+00:00,9.83129,1.2,48.73,4060.71,TP 🟢,0.6293667419269044,12422.26
STRAXUSDT,2026-08-19 12:30:00+00:00,0.00835,2026-08-19 15:00:00+00:00,0.00847525,1.2,48.73,4060.71,TP 🟢,0.5985128239460425,12470.99
0GUSDT,2026-08-19 14:00:00+00:00,0.141,2026-08-19 14:30:00+00:00,0.14216325,0.525,21.82,4157.0,Trail-Lock 🔒,0.5594564001906354,12492.82
QKCUSDT,2026-08-19 14:00:00+00:00,0.001952,2026-08-19 15:00:00+00:00,0.0019812799999999998,1.2,49.97,4164.27,TP 🟢,0.48364848674830224,12542.79
ZROUSDT,2026-08-19 13:30:00+00:00,0.849,2026-08-19 17:00:00+00:00,0.861735,1.2,50.17,4180.93,TP 🟢,0.7593316188474376,12592.96
ONEUSDT,2026-08-19 15:00:00+00:00,0.00071,2026-08-19 18:00:00+00:00,0.0007243143259103806,1.7161,72.04,4197.65,TP 🟢,0.8238002459400187,12664.99
ESPUSDT,2026-08-19 18:00:00+00:00,0.08031,2026-08-19 18:30:00+00:00,0.08106211803622176,0.6365,26.87,4221.66,Trail-Lock 🔒,0.4871011370426349,12691.87
DGBUSDT,2026-08-19 15:00:00+00:00,0.0039,2026-08-19 19:30:00+00:00,0.0039585,1.2,50.77,4230.62,TP 🟢,0.8506249392355205,12742.63
STORJUSDT,2026-08-19 15:00:00+00:00,0.0406,2026-08-19 20:00:00+00:00,0.041208999999999996,1.2,50.37,4197.65,TP 🟢,0.7765778100255843,12793.01
LAUSDT,2026-08-19 16:00:00+00:00,0.0572,2026-08-19 20:00:00+00:00,0.056093726215826215,-2.234,-94.31,4221.66,SL 🔴,0.649333696190646,12698.69
BTTCUSDT,2026-08-19 20:00:00+00:00,2.7e-07,2026-08-19 20:30:00+00:00,2.758928578805885e-07,1.8825,79.69,4232.9,Trail-Lock 🔒,0.6743763611673992,12778.38
WALUSDT,2026-08-19 21:00:00+00:00,0.0223,2026-08-19 22:00:00+00:00,0.022483975,0.525,22.36,4259.46,Trail-Lock 🔒,0.600030351603126,12800.74
0GUSDT,2026-08-19 21:00:00+00:00,0.15,2026-08-19 22:30:00+00:00,0.1512375,0.525,22.4,4266.91,Trail-Lock 🔒,0.8358734028675321,12823.14
NILUSDT,2026-08-19 19:00:00+00:00,0.04177,2026-08-19 23:00:00+00:00,0.042229191764393596,0.7993,34.17,4274.38,Trail-Lock 🔒,0.823203874174191,12857.31
BICOUSDT,2026-08-19 21:30:00+00:00,0.01693,2026-08-20 01:00:00+00:00,0.01654880372488272,-2.5516,-109.36,4285.77,SL 🔴,0.8146029425695963,12747.95
XAIUSDT,2026-08-19 21:00:00+00:00,0.00718,2026-08-20 02:30:00+00:00,0.007287699999999999,1.2,50.99,4249.32,TP 🟢,0.7983410608440994,12798.94
ONGUSDT,2026-08-20 01:00:00+00:00,0.06177,2026-08-20 01:30:00+00:00,0.06238597797216167,0.6972,29.75,4266.31,Trail-Lock 🔒,0.6610133358144417,12828.69
GLMRUSDT,2026-08-19 15:00:00+00:00,0.007169,2026-08-20 03:30:00+00:00,0.00716,-0.4255,-18.2,4276.23,Timeout ⏱️,0.8374020415657137,12810.49
BANDUSDT,2026-08-20 02:30:00+00:00,0.1623,2026-08-20 03:00:00+00:00,0.163638975,0.525,22.42,4270.16,Trail-Lock 🔒,0.6517333409595087,12832.91
DIAUSDT,2026-08-20 02:30:00+00:00,0.1306,2026-08-20 03:00:00+00:00,0.13167744999999997,0.525,22.46,4277.64,Trail-Lock 🔒,0.6383537398854645,12855.37
DGBUSDT,2026-08-20 02:30:00+00:00,0.00404,2026-08-20 03:00:00+00:00,0.00407333,0.525,22.5,4285.12,Trail-Lock 🔒,0.5665709497952176,12877.86
KAITOUSDT,2026-08-20 02:30:00+00:00,0.352,2026-08-20 03:30:00+00:00,0.354904,0.525,22.54,4292.62,Trail-Lock 🔒,0.5141923670209404,12900.4
STORJUSDT,2026-08-19 21:00:00+00:00,0.041,2026-08-20 05:30:00+00:00,0.04133825,0.525,22.58,4300.13,Trail-Lock 🔒,0.843524982212107,12922.98
INITUSDT,2026-08-20 03:30:00+00:00,0.0536,2026-08-20 05:30:00+00:00,0.054404,1.2,51.69,4307.66,TP 🟢,0.5177910268080823,12974.67
ZKPUSDT,2026-08-19 21:00:00+00:00,0.0402,2026-08-20 07:00:00+00:00,0.04053165,0.525,22.71,4324.89,Trail-Lock 🔒,0.8423231606131818,12997.37
FLUXUSDT,2026-08-19 21:00:00+00:00,0.0406,2026-08-20 08:00:00+00:00,0.041208999999999996,1.2,51.24,4270.16,TP 🟢,0.7732088552522769,13048.62
SCRUSDT,2026-08-19 20:00:00+00:00,0.02041,2026-08-20 08:00:00+00:00,0.020716150000000003,1.2,51.42,4285.12,TP 🟢,0.5989946996222508,13100.04
ZKUSDT,2026-08-20 04:00:00+00:00,0.00829,2026-08-20 08:00:00+00:00,0.008414350000000001,1.2,51.99,4332.46,TP 🟢,0.640911958818888,13152.03
ONGUSDT,2026-08-20 06:30:00+00:00,0.06263,2026-08-20 07:30:00+00:00,0.06367302115955874,1.3654,59.86,4384.01,TP 🟢,0.7757555349316977,13211.89
IMXUSDT,2026-08-20 08:00:00+00:00,0.1036,2026-08-20 09:30:00+00:00,0.105154,1.2,52.85,4403.96,TP 🟢,0.8484889007234182,13264.73
